M_dmnoncrn	M_dmnoncoa	R_DMNONCRNCPT2	0.6111111111111112
M_dmnoncoa	M_dmnoncrn	R_DMNONCRNCPT2	0.34375
M_coa	M_crn	R_DMNONCRNCPT2	0.0
M_crn	M_coa	R_DMNONCRNCPT2	0.0
M_coa	M_dmnoncoa	R_DMNONCRNCPT2	1.0
M_dmnoncoa	M_coa	R_DMNONCRNCPT2	0.65625
M_nadph	M_nadp	R_RN0001R	1.0
M_nadph	M_C05708	R_RN0001R	0.0
M_nadph	M_h2o	R_RN0001R	0.0
M_o2	M_nadp	R_RN0001R	NaN
M_o2	M_C05708	R_RN0001R	NaN
M_o2	M_h2o	R_RN0001R	NaN
M_selmeth	M_nadp	R_RN0001R	0.0
M_selmeth	M_C05708	R_RN0001R	1.0
M_selmeth	M_h2o	R_RN0001R	0.0
M_nadph	M_nadp	R_RE3506R	1.0
M_nadph	M_CE7115	R_RE3506R	0.0
M_nadph	M_h2o	R_RE3506R	0.0
M_o2	M_nadp	R_RE3506R	NaN
M_o2	M_CE7115	R_RE3506R	NaN
M_o2	M_h2o	R_RE3506R	NaN
M_CE7083	M_nadp	R_RE3506R	0.0
M_CE7083	M_CE7115	R_RE3506R	1.0
M_CE7083	M_h2o	R_RE3506R	0.0
M_atp	M_paps	R_ADSK	0.0
M_atp	M_adp	R_ADSK	1.0
M_aps	M_paps	R_ADSK	1.0
M_aps	M_adp	R_ADSK	0.0
M_asp_L	M_dcamp	R_ADSS	1.0
M_asp_L	M_gdp	R_ADSS	0.0
M_asp_L	M_pi	R_ADSS	0.0
M_imp	M_dcamp	R_ADSS	1.0
M_imp	M_gdp	R_ADSS	0.0
M_imp	M_pi	R_ADSS	0.0
M_gtp	M_dcamp	R_ADSS	0.0
M_gtp	M_gdp	R_ADSS	1.0
M_gtp	M_pi	R_ADSS	0.0
M_nadph	M_nadp	R_P45011B11m	1.0
M_nadph	M_h2o	R_P45011B11m	0.0
M_nadph	M_crtstrn	R_P45011B11m	0.0
M_o2	M_nadp	R_P45011B11m	NaN
M_o2	M_h2o	R_P45011B11m	NaN
M_o2	M_crtstrn	R_P45011B11m	NaN
M_11docrtstrn	M_nadp	R_P45011B11m	0.0
M_11docrtstrn	M_h2o	R_P45011B11m	0.0
M_11docrtstrn	M_crtstrn	R_P45011B11m	1.0
M_accoa	M_CE2065	R_RE2081C	0.08695652173913043
M_CE2065	M_accoa	R_RE2081C	0.18181818181818182
M_accoa	M_coa	R_RE2081C	0.9130434782608695
M_coa	M_accoa	R_RE2081C	1.0
M_carn	M_CE2065	R_RE2081C	1.0
M_CE2065	M_carn	R_RE2081C	0.8181818181818182
M_carn	M_coa	R_RE2081C	0.0
M_coa	M_carn	R_RE2081C	0.0
M_selhcys	M_selmeth	R_RN0002R	1.0
M_selhcys	M_thf	R_RN0002R	0.0
M_5mthf	M_selmeth	R_RN0002R	0.05
M_5mthf	M_thf	R_RN0002R	0.95
M_selhcys	M_selmeth	R_RN0002N	1.0
M_selhcys	M_thf	R_RN0002N	0.0
M_5mthf	M_selmeth	R_RN0002N	0.05
M_5mthf	M_thf	R_RN0002N	0.95
M_nadph	M_nadp	R_P4503A43r	1.0
M_nadph	M_whtststerone	R_P4503A43r	0.0
M_nadph	M_h2o	R_P4503A43r	0.0
M_o2	M_nadp	R_P4503A43r	NaN
M_o2	M_whtststerone	R_P4503A43r	NaN
M_o2	M_h2o	R_P4503A43r	NaN
M_tststerone	M_nadp	R_P4503A43r	0.0
M_tststerone	M_whtststerone	R_P4503A43r	1.0
M_tststerone	M_h2o	R_P4503A43r	0.0
M_nadph	M_nadp	R_RE3506C	1.0
M_nadph	M_CE7115	R_RE3506C	0.0
M_nadph	M_h2o	R_RE3506C	0.0
M_o2	M_nadp	R_RE3506C	NaN
M_o2	M_CE7115	R_RE3506C	NaN
M_o2	M_h2o	R_RE3506C	NaN
M_CE7083	M_nadp	R_RE3506C	0.0
M_CE7083	M_CE7115	R_RE3506C	1.0
M_CE7083	M_h2o	R_RE3506C	0.0
M_nadph	M_nadp	R_RE3596C	1.0
M_nadp	M_nadph	R_RE3596C	1.0
M_nadph	M_CE5976	R_RE3596C	0.0
M_CE5976	M_nadph	R_RE3596C	0.0
M_CE5525	M_nadp	R_RE3596C	0.0
M_nadp	M_CE5525	R_RE3596C	0.0
M_CE5525	M_CE5976	R_RE3596C	1.0
M_CE5976	M_CE5525	R_RE3596C	1.0
M_fdp	M_f6p	R_FBP	1.0
M_fdp	M_pi	R_FBP	0.0
M_h2o	M_f6p	R_FBP	NaN
M_h2o	M_pi	R_FBP	NaN
M_h2o	M_CE4832	R_RE3159X	NaN
M_CE4832	M_h2o	R_RE3159X	0.0
M_CE4838	M_CE4832	R_RE3159X	1.0
M_CE4832	M_CE4838	R_RE3159X	1.0
M_retinal_cis_13	M_nadph	R_RADH4	0.0
M_nadph	M_retinal_cis_13	R_RADH4	0.0
M_retinal_cis_13	M_13_cis_retn	R_RADH4	1.0
M_13_cis_retn	M_retinal_cis_13	R_RADH4	1.0
M_nadp	M_nadph	R_RADH4	1.0
M_nadph	M_nadp	R_RADH4	1.0
M_nadp	M_13_cis_retn	R_RADH4	0.0
M_13_cis_retn	M_nadp	R_RADH4	0.0
M_h2o	M_nadph	R_RADH4	NaN
M_nadph	M_h2o	R_RADH4	0.0
M_h2o	M_13_cis_retn	R_RADH4	NaN
M_13_cis_retn	M_h2o	R_RADH4	0.0
M_nadph	M_nadp	R_RE3596M	1.0
M_nadp	M_nadph	R_RE3596M	1.0
M_nadph	M_CE5976	R_RE3596M	0.0
M_CE5976	M_nadph	R_RE3596M	0.0
M_CE5525	M_nadp	R_RE3596M	0.0
M_nadp	M_CE5525	R_RE3596M	0.0
M_CE5525	M_CE5976	R_RE3596M	1.0
M_CE5976	M_CE5525	R_RE3596M	1.0
M_retinal_cis_13	M_13_cis_retn	R_RADH3	1.0
M_13_cis_retn	M_retinal_cis_13	R_RADH3	1.0
M_retinal_cis_13	M_nadh	R_RADH3	0.0
M_nadh	M_retinal_cis_13	R_RADH3	0.0
